Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
_FINAL_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-3.3,18,7,30198,633,8,3,38,17,3845|5595|6464,KRAS|MAPK3|SHC1,-2.3
_FINAL_SUB1_MCODE_1,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-3.3,18,6.9,30198,640,8,3,38,17,3725|5595|6464,JUN|MAPK3|SHC1,-2.3
_FINAL_SUB1_MCODE_1,GO Biological Processes,19,GO:0048534,hematopoietic or lymphoid organ development,19_GO:0002376 immune system process,-3.3,17,6.9,30198,655,8,3,38,17,3725|3815|5595,JUN|KIT|MAPK3,-2.3
_FINAL_SUB1_MCODE_1,GO Biological Processes,19,GO:0002520,immune system development,19_GO:0002376 immune system process,-3.2,16,6.6,30198,699,8,3,38,17,3725|3815|5595,JUN|KIT|MAPK3,-2.2
_FINAL_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-3.2,16,6.6,30198,708,8,3,38,17,3845|5595|6464,KRAS|MAPK3|SHC1,-2.2
_FINAL_SUB1_MCODE_1,Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-3.1,15,6.4,30198,751,8,3,38,17,2246|2253|8817,FGF1|FGF8|FGF18,-2.1
_FINAL_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-3.1,14,6.2,30198,784,8,3,38,17,3725|5595|6464,JUN|MAPK3|SHC1,-2.1
_FINAL_SUB1_MCODE_1,GO Biological Processes,19,GO:0060322,head development,19_GO:0032502 developmental process,-3,14,6.2,30198,789,8,3,38,17,2253|3845|5595,FGF8|KRAS|MAPK3,-2.1
_FINAL_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-3,14,6.1,30198,798,8,3,38,17,3725|5595|6464,JUN|MAPK3|SHC1,-2.1
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP3658,Wnt/beta-catenin signaling pathway in leukemia,,-9.2,1.2e+03,59,30198,26,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-7.2
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP363,Wnt signaling pathway,,-8.3,5.7e+02,41,30198,53,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-6.5
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0001837,epithelial to mesenchymal transition,19_GO:0032502 developmental process,-7.8,3.9e+02,34,30198,78,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-6.1
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0060070,canonical Wnt signaling pathway,19_GO:0023052 signaling,-7.7,3.6e+02,33,30198,84,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-6
_FINAL_SUB1_MCODE_2,Canonical Pathways,11,M5493,WNT SIGNALING,,-7.6,3.4e+02,32,30198,89,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-6
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP4336,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,,-7.6,3.3e+02,32,30198,91,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.9
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,,-7.4,2.9e+02,29,30198,104,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.8
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP399,Wnt signaling pathway and pluripotency,,-7.4,2.8e+02,29,30198,107,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.8
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP428,Wnt signaling,,-7.2,2.6e+02,28,30198,118,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.7
_FINAL_SUB1_MCODE_2,KEGG Pathway,24,hsa05224,Breast cancer,,-6.9,2.1e+02,25,30198,147,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.4
_FINAL_SUB1_MCODE_2,KEGG Pathway,24,hsa05226,Gastric cancer,,-6.9,2e+02,25,30198,149,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.4
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP4262,Breast cancer pathway,,-6.9,1.9e+02,24,30198,157,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.4
_FINAL_SUB1_MCODE_2,KEGG Pathway,24,hsa04310,Wnt signaling pathway,,-6.8,1.8e+02,23,30198,167,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.3
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0048762,mesenchymal cell differentiation,19_GO:0032502 developmental process,-6.8,1.8e+02,23,30198,168,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.3
_FINAL_SUB1_MCODE_2,KEGG Pathway,24,hsa05225,Hepatocellular carcinoma,,-6.8,1.8e+02,23,30198,168,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5.3
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0009952,anterior/posterior pattern specification,19_GO:0032502 developmental process,-6.5,1.4e+02,21,30198,210,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-5
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0060485,mesenchyme development,19_GO:0032502 developmental process,-6.4,1.3e+02,20,30198,231,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.9
_FINAL_SUB1_MCODE_2,Reactome Gene Sets,6,R-HSA-201681,TCF dependent signaling in response to WNT,,-6.3,1.3e+02,20,30198,233,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.9
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0198738,cell-cell signaling by wnt,19_GO:0023052 signaling,-6.2,1.2e+02,19,30198,262,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.8
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0016055,Wnt signaling pathway,19_GO:0023052 signaling,-6.2,1.2e+02,19,30198,262,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.8
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,19_GO:0023052 signaling,-5.9,93,17,30198,326,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.6
_FINAL_SUB1_MCODE_2,Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-5.9,91,16,30198,332,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.6
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0003002,regionalization,19_GO:0032502 developmental process,-5.9,90,16,30198,335,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.5
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0007389,pattern specification process,19_GO:0032502 developmental process,-5.5,68,14,30198,447,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.2
_FINAL_SUB1_MCODE_2,WikiPathways,27,WP5087,Malignant pleural mesothelioma,,-5.5,68,14,30198,447,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.2
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-5.4,61,13,30198,492,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4.1
_FINAL_SUB1_MCODE_2,KEGG Pathway,24,hsa05200,Pathways in cancer,,-5.3,57,13,30198,531,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-5.3,56,13,30198,537,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-4
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0043009,chordate embryonic development,19_GO:0032502 developmental process,-5,48,12,30198,632,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-3.9
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-5,46,12,30198,653,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-3.8
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-4.8,41,11,30198,744,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-3.7
_FINAL_SUB1_MCODE_2,GO Biological Processes,19,GO:0060322,head development,19_GO:0032502 developmental process,-4.8,38,11,30198,789,3,3,1e+02,27,1499|4040|51176,CTNNB1|LRP6|LEF1,-3.6
mRMR-SVM,Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-13,42,19,30198,433,15,9,60,13,208|1385|1499|3815|4040|4089|5595|6464|8817,AKT2|CREB1|CTNNB1|KIT|LRP6|SMAD4|MAPK3|SHC1|FGF18,-10
mRMR-SVM,KEGG Pathway,24,hsa05224,Breast cancer,,-12,96,26,30198,147,15,7,47,13,208|1499|3815|4040|5595|6464|8817,AKT2|CTNNB1|KIT|LRP6|MAPK3|SHC1|FGF18,-9.9
mRMR-SVM,KEGG Pathway,24,hsa05226,Gastric cancer,,-12,95,26,30198,149,15,7,47,13,208|1499|4040|4089|5595|6464|8817,AKT2|CTNNB1|LRP6|SMAD4|MAPK3|SHC1|FGF18,-9.9
mRMR-SVM,WikiPathways,27,WP4262,Breast cancer pathway,,-12,90,25,30198,157,15,7,47,13,208|1499|3815|4040|5595|6464|8817,AKT2|CTNNB1|KIT|LRP6|MAPK3|SHC1|FGF18,-9.7
mRMR-SVM,KEGG Pathway,24,hsa05225,Hepatocellular carcinoma,,-12,84,24,30198,168,15,7,47,13,208|1499|4040|4089|5595|6464|6599,AKT2|CTNNB1|LRP6|SMAD4|MAPK3|SHC1|SMARCC1,-9.6
mRMR-SVM,WikiPathways,27,WP5087,Malignant pleural mesothelioma,,-11,36,17,30198,447,15,8,53,13,208|1385|1499|3815|4040|5595|6464|8817,AKT2|CREB1|CTNNB1|KIT|LRP6|MAPK3|SHC1|FGF18,-8.6
mRMR-SVM,KEGG Pathway,24,hsa05200,Pathways in cancer,,-10,30,15,30198,531,15,8,53,13,208|1499|3815|4040|4089|4436|5595|8817,AKT2|CTNNB1|KIT|LRP6|SMAD4|MSH2|MAPK3|FGF18,-8.1
mRMR-SVM,WikiPathways,27,WP4239,Epithelial to mesenchymal transition in colorectal cancer,,-9.9,73,21,30198,165,15,6,40,13,208|1499|4040|4089|5595|6464,AKT2|CTNNB1|LRP6|SMAD4|MAPK3|SHC1,-7.8
mRMR-SVM,WikiPathways,27,WP4216,Chromosomal and microsatellite instability in colorectal cancer,,-9.6,1.4e+02,26,30198,74,15,5,33,12,208|1499|4089|4436|5595,AKT2|CTNNB1|SMAD4|MSH2|MAPK3,-7.6
mRMR-SVM,KEGG Pathway,24,hsa05210,Colorectal cancer,,-9.3,1.2e+02,24,30198,86,15,5,33,12,208|1499|4089|4436|5595,AKT2|CTNNB1|SMAD4|MSH2|MAPK3,-7.3
mRMR-SVM,WikiPathways,27,WP4659,Gastrin signaling pathway,,-8.7,88,21,30198,114,15,5,33,12,1385|1499|3815|5595|6464,CREB1|CTNNB1|KIT|MAPK3|SHC1,-6.8
mRMR-SVM,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-8.6,27,13,30198,521,15,7,47,13,208|1385|1499|3815|5595|6464|8817,AKT2|CREB1|CTNNB1|KIT|MAPK3|SHC1|FGF18,-6.7
mRMR-SVM,WikiPathways,27,WP3931,Embryonic stem cell pluripotency pathways,,-8.6,85,20,30198,119,15,5,33,12,208|1499|4040|4089|8817,AKT2|CTNNB1|LRP6|SMAD4|FGF18,-6.7
mRMR-SVM,WikiPathways,27,WP4787,Osteoblast differentiation and related diseases,,-8.6,84,20,30198,120,15,5,33,12,1499|4040|4089|5595|8817,CTNNB1|LRP6|SMAD4|MAPK3|FGF18,-6.7
mRMR-SVM,GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0023052 signaling,-8.1,23,12,30198,606,15,7,47,13,208|3815|4089|5595|6464|6599|8817,AKT2|KIT|SMAD4|MAPK3|SHC1|SMARCC1|FGF18,-6.4
mRMR-SVM,GO Biological Processes,19,GO:0048863,stem cell differentiation,19_GO:0032502 developmental process,-8,64,18,30198,158,15,5,33,12,1499|3815|4040|4089|5595,CTNNB1|KIT|LRP6|SMAD4|MAPK3,-6.2
mRMR-SVM,Reactome Gene Sets,6,R-HSA-74751,Insulin receptor signalling cascade,,-7.9,1.5e+02,24,30198,54,15,4,27,11,208|5595|6464|8817,AKT2|MAPK3|SHC1|FGF18,-6.2
mRMR-SVM,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0023052 signaling,-7.8,20,12,30198,688,15,7,47,13,1499|3489|3815|4089|5595|6464|8817,CTNNB1|IGFBP6|KIT|SMAD4|MAPK3|SHC1|FGF18,-6.1
mRMR-SVM,WikiPathways,27,WP4685,Melanoma,,-7.5,1.2e+02,22,30198,68,15,4,27,11,208|1385|3815|5595,AKT2|CREB1|KIT|MAPK3,-5.9
mRMR-SVM,KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-7.4,48,15,30198,210,15,5,33,12,208|1499|3815|5595|8817,AKT2|CTNNB1|KIT|MAPK3|FGF18,-5.7
mRMR-SVM,KEGG Pathway,24,hsa05220,Chronic myeloid leukemia,,-7.3,1.1e+02,20,30198,76,15,4,27,11,208|4089|5595|6464,AKT2|SMAD4|MAPK3|SHC1,-5.7
mRMR-SVM,Reactome Gene Sets,6,R-HSA-9009391,Extra-nuclear estrogen signaling,,-7.3,1e+02,20,30198,77,15,4,27,11,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-5.7
mRMR-SVM,Reactome Gene Sets,6,R-HSA-74752,Signaling by Insulin receptor,,-7.3,1e+02,20,30198,78,15,4,27,11,208|5595|6464|8817,AKT2|MAPK3|SHC1|FGF18,-5.7
mRMR-SVM,Canonical Pathways,11,M48,PID MET PATHWAY,,-7.2,1e+02,20,30198,79,15,4,27,11,208|1499|5595|6464,AKT2|CTNNB1|MAPK3|SHC1,-5.7
mRMR-SVM,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-7.2,26,12,30198,468,15,6,40,13,1385|1499|4089|5595|6464|8817,CREB1|CTNNB1|SMAD4|MAPK3|SHC1|FGF18,-5.6
mRMR-SVM,Canonical Pathways,11,M12771,SA PTEN PATHWAY,,-7.2,3.6e+02,33,30198,17,15,3,20,10,208|5595|6464,AKT2|MAPK3|SHC1,-5.6
mRMR-SVM,KEGG Pathway,24,hsa04014,Ras signaling pathway,,-7.1,43,14,30198,232,15,5,33,12,208|3815|5595|6464|8817,AKT2|KIT|MAPK3|SHC1|FGF18,-5.6
mRMR-SVM,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0023052 signaling,-7.1,25,12,30198,492,15,6,40,13,1499|3489|3815|5595|6464|8817,CTNNB1|IGFBP6|KIT|MAPK3|SHC1|FGF18,-5.5
mRMR-SVM,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-7.1,24,12,30198,498,15,6,40,13,1385|1499|4089|5595|6464|8817,CREB1|CTNNB1|SMAD4|MAPK3|SHC1|FGF18,-5.5
mRMR-SVM,KEGG Pathway,24,hsa05215,Prostate cancer,,-6.9,83,18,30198,97,15,4,27,11,208|1385|1499|5595,AKT2|CREB1|CTNNB1|MAPK3,-5.4
mRMR-SVM,Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-6.8,38,13,30198,267,15,5,33,12,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-5.3
mRMR-SVM,WikiPathways,27,WP1544,MicroRNAs in cardiomyocyte hypertrophy,,-6.8,80,18,30198,101,15,4,27,11,208|1499|4040|5595,AKT2|CTNNB1|LRP6|MAPK3,-5.3
mRMR-SVM,KEGG Pathway,24,hsa04916,Melanogenesis,,-6.8,80,18,30198,101,15,4,27,11,1385|1499|3815|5595,CREB1|CTNNB1|KIT|MAPK3,-5.3
mRMR-SVM,Reactome Gene Sets,6,R-HSA-2219528,PI3K/AKT Signaling in Cancer,,-6.8,77,17,30198,104,15,4,27,11,208|1385|3815|8817,AKT2|CREB1|KIT|FGF18,-5.3
mRMR-SVM,Reactome Gene Sets,6,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,,-6.7,2.5e+02,27,30198,24,15,3,20,10,208|1385|5595,AKT2|CREB1|MAPK3,-5.2
mRMR-SVM,Canonical Pathways,11,M274,PID LYMPH ANGIOGENESIS PATHWAY,,-6.6,2.4e+02,27,30198,25,15,3,20,10,1385|5595|6464,CREB1|MAPK3|SHC1,-5.2
mRMR-SVM,WikiPathways,27,WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,,-6.6,2.4e+02,27,30198,25,15,3,20,10,4089|5595|6464,SMAD4|MAPK3|SHC1,-5.2
mRMR-SVM,Reactome Gene Sets,6,R-HSA-199418,Negative regulation of the PI3K/AKT network,,-6.6,71,17,30198,113,15,4,27,11,208|3815|5595|8817,AKT2|KIT|MAPK3|FGF18,-5.1
mRMR-SVM,WikiPathways,27,WP710,DNA damage response (only ATM dependent),,-6.6,70,17,30198,115,15,4,27,11,208|1499|4089|6464,AKT2|CTNNB1|SMAD4|SHC1,-5.1
mRMR-SVM,Canonical Pathways,11,M1718,SIG IL4RECEPTOR IN B LYPHOCYTES,,-6.5,2.2e+02,26,30198,27,15,3,20,10,208|5595|6464,AKT2|MAPK3|SHC1,-5.1
mRMR-SVM,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-6.5,33,12,30198,309,15,5,33,12,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-5.1
mRMR-SVM,WikiPathways,27,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,,-6.5,33,12,30198,309,15,5,33,12,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-5.1
mRMR-SVM,KEGG Pathway,24,hsa04935,"Growth hormone synthesis, secretion and action",,-6.5,68,16,30198,119,15,4,27,11,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-5.1
mRMR-SVM,KEGG Pathway,24,hsa04926,Relaxin signaling pathway,,-6.4,62,16,30198,129,15,4,27,11,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-5
mRMR-SVM,Reactome Gene Sets,6,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,,-6.3,1.9e+02,24,30198,32,15,3,20,10,905|4089|5595,CCNT2|SMAD4|MAPK3,-4.9
mRMR-SVM,WikiPathways,27,WP4172,PI3K-Akt signaling pathway,,-6.3,29,12,30198,345,15,5,33,12,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-4.9
mRMR-SVM,KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-6.3,58,15,30198,138,15,4,27,11,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-4.9
mRMR-SVM,GO Biological Processes,19,GO:0043434,response to peptide hormone,19_GO:0050896 response to stimulus,-6.2,28,12,30198,354,15,5,33,12,208|1385|4040|6464|6599,AKT2|CREB1|LRP6|SHC1|SMARCC1,-4.8
mRMR-SVM,KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-6.2,28,12,30198,354,15,5,33,12,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-4.8
mRMR-SVM,KEGG Pathway,24,hsa04550,Signaling pathways regulating pluripotency of stem cells,,-6.2,56,15,30198,143,15,4,27,11,208|1499|4089|5595,AKT2|CTNNB1|SMAD4|MAPK3,-4.8
mRMR-SVM,WikiPathways,27,WP2380,Brain-derived neurotrophic factor (BDNF) signaling pathway,,-6.2,56,15,30198,144,15,4,27,11,1385|1499|5595|6464,CREB1|CTNNB1|MAPK3|SHC1,-4.8
mRMR-SVM,KEGG Pathway,24,hsa04072,Phospholipase D signaling pathway,,-6.1,54,15,30198,148,15,4,27,11,208|3815|5595|6464,AKT2|KIT|MAPK3|SHC1,-4.8
mRMR-SVM,WikiPathways,27,WP4666,Hepatitis B infection,,-6.1,52,14,30198,154,15,4,27,11,208|1385|4089|5595,AKT2|CREB1|SMAD4|MAPK3,-4.7
mRMR-SVM,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-6.1,16,9.4,30198,741,15,6,40,13,208|905|3815|4089|5595|8817,AKT2|CCNT2|KIT|SMAD4|MAPK3|FGF18,-4.7
mRMR-SVM,Canonical Pathways,11,M82,PID RET PATHWAY,,-6,1.5e+02,21,30198,39,15,3,20,10,1385|5595|6464,CREB1|MAPK3|SHC1,-4.7
mRMR-SVM,Reactome Gene Sets,6,R-HSA-5654741,Signaling by FGFR3,,-6,1.5e+02,21,30198,40,15,3,20,10,5595|6464|8817,MAPK3|SHC1|FGF18,-4.7
mRMR-SVM,GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-6,16,9.3,30198,753,15,6,40,13,208|1385|3815|4040|6464|6599,AKT2|CREB1|KIT|LRP6|SHC1|SMARCC1,-4.7
mRMR-SVM,GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-6,50,14,30198,160,15,4,27,11,1499|3815|4089|4436,CTNNB1|KIT|SMAD4|MSH2,-4.7
mRMR-SVM,KEGG Pathway,24,hsa05161,Hepatitis B,,-6,50,14,30198,162,15,4,27,11,208|1385|4089|5595,AKT2|CREB1|SMAD4|MAPK3,-4.6
mRMR-SVM,Reactome Gene Sets,6,R-HSA-5654743,Signaling by FGFR4,,-6,1.5e+02,21,30198,41,15,3,20,10,5595|6464|8817,MAPK3|SHC1|FGF18,-4.6
mRMR-SVM,GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-6,25,11,30198,402,15,5,33,12,208|1385|1499|4089|5595,AKT2|CREB1|CTNNB1|SMAD4|MAPK3,-4.6
mRMR-SVM,GO Biological Processes,19,GO:0006351,"transcription, DNA-templated",19_GO:0008152 metabolic process,-6,25,11,30198,403,15,5,33,12,905|1385|4089|4800|5595,CCNT2|CREB1|SMAD4|NFYA|MAPK3,-4.6
mRMR-SVM,WikiPathways,27,WP2036,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,,-5.9,1.4e+02,21,30198,42,15,3,20,10,208|1499|5595,AKT2|CTNNB1|MAPK3,-4.6
mRMR-SVM,GO Biological Processes,19,GO:0097659,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-5.9,25,11,30198,405,15,5,33,12,905|1385|4089|4800|5595,CCNT2|CREB1|SMAD4|NFYA|MAPK3,-4.6
mRMR-SVM,GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0023052 signaling,-5.9,25,11,30198,405,15,5,33,12,208|3815|6464|6599|8817,AKT2|KIT|SHC1|SMARCC1|FGF18,-4.6
mRMR-SVM,GO Biological Processes,19,GO:0048762,mesenchymal cell differentiation,19_GO:0032502 developmental process,-5.9,48,14,30198,168,15,4,27,11,1499|4040|4089|5595,CTNNB1|LRP6|SMAD4|MAPK3,-4.6
mRMR-SVM,Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-5.9,15,9.1,30198,784,15,6,40,13,208|571|1385|4800|5595|6464,AKT2|BACH1|CREB1|NFYA|MAPK3|SHC1,-4.6
mRMR-SVM,GO Biological Processes,19,GO:0032774,RNA biosynthetic process,19_GO:0008152 metabolic process,-5.9,24,11,30198,415,15,5,33,12,905|1385|4089|4800|5595,CCNT2|CREB1|SMAD4|NFYA|MAPK3,-4.6
mRMR-SVM,Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-5.9,15,9,30198,798,15,6,40,13,208|571|1385|4800|5595|6464,AKT2|BACH1|CREB1|NFYA|MAPK3|SHC1,-4.5
mRMR-SVM,GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-5.9,46,13,30198,174,15,4,27,11,1385|1499|5595|8817,CREB1|CTNNB1|MAPK3|FGF18,-4.5
mRMR-SVM,Reactome Gene Sets,6,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,,-5.8,1.3e+02,20,30198,46,15,3,20,10,905|4089|5595,CCNT2|SMAD4|MAPK3,-4.5
mRMR-SVM,Canonical Pathways,11,M70,PID PS1 PATHWAY,,-5.8,1.3e+02,20,30198,46,15,3,20,10,1499|4040|5595,CTNNB1|LRP6|MAPK3,-4.5
mRMR-SVM,Canonical Pathways,11,M8626,SIG BCR SIGNALING PATHWAY,,-5.8,1.3e+02,20,30198,46,15,3,20,10,208|5595|6464,AKT2|MAPK3|SHC1,-4.5
mRMR-SVM,GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-5.8,45,13,30198,178,15,4,27,11,1385|1499|5595|8817,CREB1|CTNNB1|MAPK3|FGF18,-4.5
mRMR-SVM,KEGG Pathway,24,hsa05152,Tuberculosis,,-5.8,45,13,30198,180,15,4,27,11,208|1385|4800|5595,AKT2|CREB1|NFYA|MAPK3,-4.5
mRMR-SVM,GO Biological Processes,19,GO:1901652,response to peptide,19_GO:0050896 response to stimulus,-5.8,23,10,30198,441,15,5,33,12,208|1385|4040|6464|6599,AKT2|CREB1|LRP6|SHC1|SMARCC1,-4.5
mRMR-SVM,WikiPathways,27,WP4223,Ras signaling,,-5.8,44,13,30198,185,15,4,27,11,208|3815|5595|6464,AKT2|KIT|MAPK3|SHC1,-4.5
mRMR-SVM,GO Biological Processes,19,GO:0031056,regulation of histone modification,19_GO:0008152 metabolic process,-5.8,44,13,30198,185,15,4,27,11,1499|4089|4800|5595,CTNNB1|SMAD4|NFYA|MAPK3,-4.5
mRMR-SVM,Reactome Gene Sets,6,R-HSA-5654736,Signaling by FGFR1,,-5.7,1.2e+02,19,30198,50,15,3,20,10,5595|6464|8817,MAPK3|SHC1|FGF18,-4.4
mRMR-SVM,Canonical Pathways,11,M7955,SIG INSULIN RECEPTOR PATHWAY IN CARDIAC MYOCYTES,,-5.7,1.2e+02,19,30198,51,15,3,20,10,208|5595|6464,AKT2|MAPK3|SHC1,-4.4
mRMR-SVM,KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-5.7,42,13,30198,194,15,4,27,11,208|1385|1499|5595,AKT2|CREB1|CTNNB1|MAPK3,-4.4
mRMR-SVM,Canonical Pathways,11,M231,PID KIT PATHWAY,,-5.7,1.2e+02,19,30198,52,15,3,20,10,3815|5595|6464,KIT|MAPK3|SHC1,-4.4
